type_species,Species,Author,Subspecies,Order,Family,change,sp#
,Plestiodon colimensis,(TAYLOR 1935),,Sauria,Scincidae,,17572
,Plestiodon copei,(TAYLOR 1933),,Sauria,Scincidae,,17573
,Plestiodon coreensis,(DOI & KAMITA 1937),,Sauria,Scincidae,,17574
,Plestiodon dicei,(RUTHVEN & GAIGE 1933),,Sauria,Scincidae,,17575
,Plestiodon dugesii,(THOMINOT 1883),,Sauria,Scincidae,,17576
,Plestiodon egregius,BAIRD 1858,"Plestiodon egregius egregius BAIRD 1858
Plestiodon egregius insularis (MOUNT 1965)
Plestiodon egregius lividus (MOUNT 1965)
Plestiodon egregius onocrepis (COPE 1871)
Plestiodon egregius similis (MCCONKEY 1957)",Sauria,Scincidae,,17577
,Plestiodon elegans,(BOULENGER 1887),,Sauria,Scincidae,,17578
,Plestiodon fasciatus,(LINNAEUS 1758),,Sauria,Scincidae,,17579
,Plestiodon finitimus,OKAMOTO & HIKIDA 2012,,Sauria,Scincidae,,17580
,Plestiodon gilberti,(VAN DENBURGH 1896),"Plestiodon gilberti cancellosus (RODGERS & FITCH 1947)
Plestiodon gilberti gilberti (VAN DENBURGH 1896)
Plestiodon gilberti placerensis (RODGERS 1944)
Plestiodon gilberti rubricaudatus (TAYLOR 1936)",Sauria,Scincidae,,17581
,Plestiodon indubitus,(TAYLOR 1933),,Sauria,Scincidae,,17582
,Plestiodon inexpectatus,(TAYLOR 1932),,Sauria,Scincidae,,17583
,Plestiodon japonicus,(PETERS 1864),,Sauria,Scincidae,,17584
,Plestiodon kishinouyei,(STEJNEGER 1901),,Sauria,Scincidae,,17585
,Plestiodon kuchinoshimensis,KURITA & HIKIDA 2014,,Sauria,Scincidae,,17586
,Plestiodon lagunensis,(VAN DENBURGH 1895),,Sauria,Scincidae,,17587
,Plestiodon laticeps,(SCHNEIDER 1801),,Sauria,Scincidae,,17588
,Plestiodon latiscutatus,HALLOWELL 1861,,Sauria,Scincidae,,17589
,Plestiodon leucostictus,(HIKIDA 1988),,Sauria,Scincidae,,21187
,Plestiodon liui,(HIKIDA & ZHAO 1989),,Sauria,Scincidae,,17590
,Plestiodon longiartus,"GARCÍA-VÁZQUEZ, PAVÓN-VÁZQUEZ, FERIA-ORTIZ & NIETO-MONTES DE OCA 2021",,Sauria,Scincidae,,23640
,Plestiodon longirostris,COPE 1861,,Sauria,Scincidae,,17591
,Plestiodon lotus,"PAVÓN-VÁZQUEZ, NIETO-MONTES DE OCA, MENDOZA-HERNÁNDEZ, CENTENERO-ALCALÁ, SANTA CRUZ-PADILLA & JIMÉNEZ-ARCOS 2017",,Sauria,Scincidae,,21027
x,Plestiodon lynxe,(WIEGMANN 1834),"Plestiodon lynxe lynxe (WIEGMANN 1834)
Plestiodon lynxe bellii GRAY 1845
Plestiodon lynxe furcirostris (COPE 1885)",Sauria,Scincidae,,17592
,Plestiodon marginatus,HALLOWELL 1861,,Sauria,Scincidae,,17593
,Plestiodon multilineatus,(TANNER 1957),,Sauria,Scincidae,,17594
,Plestiodon multivirgatus,HALLOWELL 1857,"Plestiodon multivirgatus multivirgatus HALLOWELL 1857
Plestiodon multivirgatus epipleurotus (COPE 1880)",Sauria,Scincidae,,17595
,Plestiodon nietoi,FERIA-ORTIZ & GARCÍA-VÁZQUEZ 2012,,Sauria,Scincidae,,17596
,Plestiodon obsoletus,BAIRD & GIRARD 1852,,Sauria,Scincidae,,17597
,Plestiodon ochoterenae,(TAYLOR 1933),,Sauria,Scincidae,,17598
,Plestiodon oshimensis,(THOMPSON 1912),,Sauria,Scincidae,,17599
,Plestiodon parviauriculatus,(TAYLOR 1933),,Sauria,Scincidae,,17600
,Plestiodon parvulus,(TAYLOR 1933),,Sauria,Scincidae,,17601
,Plestiodon popei,(HIKIDA 1989),,Sauria,Scincidae,,17602
,Plestiodon quadrilineatus,BLYTH 1853,,Sauria,Scincidae,,17603
,Plestiodon reynoldsi,(STEJNEGER 1910),,Sauria,Scincidae,,17604
,Plestiodon septentrionalis,BAIRD 1858,"Plestiodon septentrionalis obtusirostris (BOCOURT 1879)
Plestiodon septentrionalis pallidus (SMITH & SLATER 1949)
Plestiodon septentrionalis septentrionalis (BAIRD 1858)",Sauria,Scincidae,,17605
,Plestiodon skiltonianus,BAIRD & GIRARD 1852,"Plestiodon skiltonianus interparietalis (TANNER 1958)
Plestiodon skiltonianus skiltonianus BAIRD & GIRARD 1852
Plestiodon skiltonianus utahensis (TANNER 1958)
Plestiodon skiltonianus brevipes COPE 1900",Sauria,Scincidae,,17606
,Plestiodon stimpsonii,(THOMPSON 1912),,Sauria,Scincidae,,17607
,Plestiodon sumichrasti,(COPE 1867),,Sauria,Scincidae,,17608
,Plestiodon takarai,"KURITA, OTA & HIKIDA 2017",,Sauria,Scincidae,,20928
,Plestiodon tamdaoensis,(BOURRET 1937),,Sauria,Scincidae,,17609
,Plestiodon tetragrammus,BAIRD 1859,"Plestiodon tetragrammus brevilineatus (COPE 1880)
Plestiodon tetragrammus tetragrammus BAIRD 1859",Sauria,Scincidae,,17610
,Plestiodon tunganus,(STEJNEGER 1924),,Sauria,Scincidae,,17611
,Pletholax edelensis,(STORR 1978),,Sauria,Pygopodidae,,22596
x,Pletholax gracilis,(COPE 1864),,Sauria,Pygopodidae,,17612
,Plica caribeana,MURPHY & JOWERS 2013,,Sauria,Tropiduridae,,17613
,Plica kathleenae,MURPHY & JOWERS 2013,,Sauria,Tropiduridae,,17614
,Plica lumaria,DONNELLY & MYERS 1991,,Sauria,Tropiduridae,,17615
,Plica medemi,MURPHY & JOWERS 2013,,Sauria,Tropiduridae,,17616
,Plica pansticta,(MYERS & DONNELLY 2001),,Sauria,Tropiduridae,,17617
x,Plica plica,(LINNAEUS 1758),,Sauria,Tropiduridae,,17618
,Plica rayi,MURPHY & JOWERS 2013,,Sauria,Tropiduridae,,17619
,Plica umbra,(LINNAEUS 1758),"Plica umbra umbra (LINNAEUS 1758)
Plica umbra ochrocollaris (SPIX 1825)",Sauria,Tropiduridae,,17620
x,Pliocercus elapoides,COPE 1860,"Pliocercus elapoides aequalis SALVIN 1861
Pliocercus elapoides diastema (BOCOURT 1886)
Pliocercus elapoides elapoides COPE 1860
Pliocercus elapoides occidentalis SMITH & LANDY 1965",Serpentes,Colubridae,,17621
,Pliocercus euryzonus,COPE 1862,"Pliocercus euryzonus euryzonus COPE 1862
Pliocercus euryzonus burghardti SMITH & CHISZAR 1996",Serpentes,Colubridae,,17622
,Podarcis bocagei,(LOPEZ-SEOANE 1885),,Sauria,Lacertidae,,17624
,Podarcis carbonelli,PEREZ MELLADO 1981,"Podarcis carbonelli berlengensis VICENTE 1985
Podarcis carbonelli carbonelli PEREZ MELLADO 1981",Sauria,Lacertidae,,17625
,Podarcis cretensis,(WETTSTEIN 1952),,Sauria,Lacertidae,,17626
,Podarcis erhardii,(BEDRIAGA 1882),"Podarcis erhardii amorgensis (WERNER 1933)
Podarcis erhardii biinsulicola (WETTSTEIN 1937)
Podarcis erhardii buchholzi (WETTSTEIN 1956)
Podarcis erhardii erhardii (BEDRIAGA 1876)
Podarcis erhardii kinarensis (WETTSTEIN 1937)
Podarcis erhardii levithensis (WETTSTEIN 1937)
Podarcis erhardii livadiaca (WERNER 1902)
Podarcis erhardii makariaisi (WETTSTEIN 1956)
Podarcis erhardii megalophthenae (WETTSTEIN 1937)
Podarcis erhardii mykonensis (WERNER 1933)
Podarcis erhardii naxensis (WERNER 1899)
Podarcis erhardii ophidusae (WETTSTEIN 1937)
Podarcis erhardii pachiae (WETTSTEIN 1937)
Podarcis erhardii phytiusae (WETTSTEIN 1937)
Podarcis erhardii riveti (CHABANAUD 1919)
Podarcis erhardii ruthveni (WERNER 1930)
Podarcis erhardii subobscura (WETTSTEIN 1937)
Podarcis erhardii syrinae (WETTSTEIN 1937)
Podarcis erhardii thermiensis (WERNER 1935)
Podarcis erhardii thessalica (CYRÉN 1941)
Podarcis erhardii zafranae (WETTSTEIN 1937)",Sauria,Lacertidae,,17627
,Podarcis filfolensis,(BEDRIAGA 1876),"Podarcis filfolensis filfolensis (BEDRIAGA 1876)
Podarcis filfolensis generalensis (GULIA 1914)
Podarcis filfolensis kieselbachi (FEJERVARY 1924)
Podarcis filfolensis laurentiimuelleri (FEJERVARY 1924)
Podarcis filfolensis maltensis MERTENS 1921",Sauria,Lacertidae,,17628
,Podarcis gaigeae,(WERNER 1930),,Sauria,Lacertidae,,17629
,Podarcis galerai,"BASSITTA, BUADES, PÉREZ-CEMBRANOS, PÉREZ-MELLADO, TERRASA, BROWN, NAVARRO, LLUCH, ORTEGA, CASTRO, PICORNELL & RAMON 2020",,Sauria,Lacertidae,,23954
,Podarcis guadarramae,(BOSCÁ 1916),"Podarcis guadarramae guadarramae (BOSCÁ 1916)
Podarcis guadarramae lusitanicus GENIEZ, SÁ-SOUSA, GUILLAUME, CLUCHIER & CROCHET 2014",Sauria,Lacertidae,,17630
,Podarcis hispanicus,(STEINDACHNER 1870),"Podarcis hispanicus hispanicus STEINDACHNER 1870
Podarcis hispanicus cebennensis  GUILLAUME & GENIEZ in FRETEY 1986
Podarcis hispanicus sebastiani (KLEMMER 1964)",Sauria,Lacertidae,,17631
,Podarcis ionicus,(LEHRS 1902),,Sauria,Lacertidae,,23074
,Podarcis latastei,(BEDRIAGA 1879),"Podarcis latastei lanzai (MERTENS 1967)
Podarcis latastei latastei (BEDRIAGA 1879)
Podarcis latastei palmarolae (MERTENS 1967)
Podarcis latastei pasquinii (LANZA 1967)
Podarcis latastei patrizii (LANZA 1952)",Sauria,Lacertidae,,23297
,Podarcis levendis,"LYMBERAKIS, POULAKAKIS, KALIONTZOPOULOU, VALAKOS & MYLONAS 2008",,Sauria,Lacertidae,,17632
,Podarcis lilfordi,(GÜNTHER 1874),"Podarcis lilfordi addayae (EISENTRAUT 1928)
Podarcis lilfordi balearica (BEDRIAGA 1879)
Podarcis lilfordi brauni (MÜLLER 1927)
Podarcis lilfordi carbonerae PEREZ MELLADO & SALVADOR 1988
Podarcis lilfordi codrellensis PEREZ MELLADO & SALVADOR 1988
Podarcis lilfordi colomi (SALVADOR 1980)
Podarcis lilfordi conejerae (MÜLLER 1927)
Podarcis lilfordi espongicola (SALVADOR 1979)
Podarcis lilfordi estelicola (SALVADOR 1979)
Podarcis lilfordi fahrae (MÜLLER 1927)
Podarcis lilfordi fenni (EISENTRAUT 1928)
Podarcis lilfordi gigliolii (BEDRIAGA 1879)
Podarcis lilfordi hartmanni (WETTSTEIN 1937)
Podarcis lilfordi imperialensis (SALVADOR 1979)
Podarcis lilfordi jordansi (MÜLLER 1927)
Podarcis lilfordi kuligae (MÜLLER 1927)
Podarcis lilfordi lilfordi (GÜNTHER 1874)
Podarcis lilfordi nigerrima (SALVADOR 1979)
Podarcis lilfordi planae (MÜLLER 1927)
Podarcis lilfordi pobrae (SALVADOR 1979)
Podarcis lilfordi porrosicola PEREZ MELLADO & SALVADOR 1988
Podarcis lilfordi rodriquezi (MÜLLER 1927)
Podarcis lilfordi sargantanae (EISENTRAUT 1928)
Podarcis lilfordi toronis (HARTMANN 1953)
Podarcis lilfordi xapaticola (SALVADOR 1979)",Sauria,Lacertidae,,17633
,Podarcis liolepis,(BOULENGER 1905),,Sauria,Lacertidae,,17634
,Podarcis melisellensis,(BRAUN 1877),"Podarcis melisellensis aeoli (RADOVANOVIC 1959)
Podarcis melisellensis bokicae (RADOVANOVIC 1956)
Podarcis melisellensis curzolensis (TADDEI 1950)
Podarcis melisellensis digenea (WETTSTEIN 1926)
Podarcis melisellensis fiumanus (WERNER 1891)
Podarcis melisellensis gigas (WETTSTEIN 1926)
Podarcis melisellensis jidulae (RADOVANOVIC 1959)
Podarcis melisellensis kammereri (WETTSTEIN 1926)
Podarcis melisellensis kornatica (RADOVANOVIC 1959)
Podarcis melisellensis lissana (WERNER 1891)
Podarcis melisellensis melisellensis (BRAUN 1877)
Podarcis melisellensis mikavicae (RADOVANOVIC 1959)
Podarcis melisellensis pomoensis (WETTSTEIN 1926)
Podarcis melisellensis thetidis (RADOVANOVIC 1959)",Sauria,Lacertidae,,17635
,Podarcis milensis,(BEDRIAGA 1882),"Podarcis milensis adolfjordansi (BUCHHOLZ 1962)
Podarcis milensis gerakuniae (MÜLLER 1938)
Podarcis milensis milensis (BEDRIAGA 1882)",Sauria,Lacertidae,,17636
x,Podarcis muralis,(LAURENTI 1768),"Podarcis muralis albanica (BOLKAY 1919)
Podarcis muralis appenninica (TADDEI 1949)
Podarcis muralis baldasseronii (TADDEI 1949)
Podarcis muralis beccarii (LANZA 1958)
Podarcis muralis breviceps (BOULENGER 1905)
Podarcis muralis brongniardii (DAUDIN 1802)
Podarcis muralis colosii (TADDEI 1949)
Podarcis muralis maculiventris (WERNER 1891)
Podarcis muralis marcuccii (LANZA 1956)
Podarcis muralis muralis (LAURENTI 1768)
Podarcis muralis nigriventris BONAPARTE 1838
Podarcis muralis sammichelii LANZA 1976
Podarcis muralis tinettoi (TADDEI 1949)
Podarcis muralis vinciguerrai (MERTENS 1932)",Sauria,Lacertidae,,17637
,Podarcis peloponnesiacus,(BIBRON & BORY 1833),"Podarcis peloponnesiacus lais (BUCHHOLZ 1960)
Podarcis peloponnesiacus peloponnesiacus (BIBRON & BORY 1833)
Podarcis peloponnesiacus thais (BUCHHOLZ 1960)",Sauria,Lacertidae,,17638
,Podarcis pityusensis,(BOSCÁ 1883),"Podarcis pityusensis ahorcadosi (EISENTRAUT 1930)
Podarcis pityusensis calaesaladae (MÜLLER 1928)
Podarcis pityusensis canensis (EISENTRAUT 1928)
Podarcis pityusensis canaretensis CIRER 1980
Podarcis pityusensis caragolensis (BUCHHOLZ 1954)
Podarcis pityusensis carlkochi (MERTENS & MÜLLER 1940)
Podarcis pityusensis characae (BUCHHOLZ 1954)
Podarcis pityusensis formenterae (EISENTRAUT 1928)
Podarcis pityusensis frailensis (EISENTRAUT 1928)
Podarcis pityusensis gastabiensis (EISENTRAUT 1928)
Podarcis pityusensis gorrae (EISENTRAUT 1928)
Podarcis pityusensis hedwigkamerae (MÜLLER 1927)
Podarcis pityusensis hortae (BUCHHOLZ 1954)
Podarcis pityusensis kameriana (MERTENS 1927)
Podarcis pityusensis maluquerorum MERTENS 1921
Podarcis pityusensis muradae (EISENTRAUT 1928)
Podarcis pityusensis negrae (EISENTRAUT 1928)
Podarcis pityusensis pityusensis (BOSCÁ 1833)
Podarcis pityusensis ratae (EISENTRAUT 1928)
Podarcis pityusensis redonae (EISENTRAUT 1928)
Podarcis pityusensis schreitmuelleri (MÜLLER 1927)
Podarcis pityusensis tagomagensis (MÜLLER 1927)
Podarcis pityusensis torretensis (BUCHHOLZ 1954)
Podarcis pityusensis vedrae (MÜLLER 1927)",Sauria,Lacertidae,,17639
,Podarcis raffonei,(MERTENS 1952),"Podarcis raffonei alvearioi (MERTENS 1955)
Podarcis raffonei antoninoi (MERTENS 1955)
Podarcis raffonei raffonei (MERTENS 1952)",Sauria,Lacertidae,,17640
,Podarcis siculus,(RAFINESQUE-SCHMALTZ 1810),"Podarcis siculus aemiliani CAPOLONGO 1984
Podarcis siculus albiventris BONAPARTE 1838
Podarcis siculus amparoae CAPOLONGO 1979
Podarcis siculus astorgae (MERTENS 1937)
Podarcis siculus bagnolensis (MERTENS 1937)
Podarcis siculus bolei (BRELIH 1961)
Podarcis siculus calabra (TADDEI 1949)
Podarcis siculus calabresiae (TADDEI 1949)
Podarcis siculus campana (TADDEI 1949)
Podarcis siculus campestris (DE BETTA 1857)
Podarcis siculus caporiaccoi (TADDEI 1949)
Podarcis siculus catanensis (TADDEI 1949)
Podarcis siculus cattaroi (TADDEI 1950)
Podarcis siculus cerbolensis (TADDEI 1949)
Podarcis siculus ciclopica (TADDEI 1949)
Podarcis siculus coeruleus (EIMER 1872)
Podarcis siculus dupinici (RADOVANOVIC 1956)
Podarcis siculus fasciatus (RADOVANOVIC 1956)
Podarcis siculus fiumanoideus (BRELIH 1963)
Podarcis siculus flavigulus (MERTENS 1937)
Podarcis siculus gallensis (EIMER 1881)
Podarcis siculus hadzii (BRELIH 1961)
Podarcis siculus hieroglyphicus (BERTHOLD 1840)
Podarcis siculus insularum (MERTENS 1937)
Podarcis siculus klemmeri (LANZA & CAPOLONGO 1972)
Podarcis siculus laganjensis (RADOVANOVIC 1956)
Podarcis siculus massinei (MERTENS 1961)
Podarcis siculus medemi (MERTENS 1942)
Podarcis siculus mediofasciatus (RADOVANOVIC 1959)
Podarcis siculus muelleri (TADDEI 1949)
Podarcis siculus monaconensis (EIMER 1881)
Podarcis siculus nikolici (BRELIH 1961)
Podarcis siculus parkeri (MERTENS 1926)
Podarcis siculus paulae (LANZA, ADRIANI & ROMITI 1971)
Podarcis siculus pirosoensis (MERTENS 1937)
Podarcis siculus polenci (BRELIH 1961)
Podarcis siculus premudanus (RADOVANOVIC 1959)
Podarcis siculus premudensis (RADOVANOVIC 1959)
Podarcis siculus pretneri (BRELIH 1961)
Podarcis siculus radovanovici (BRELIH 1961)
Podarcis siculus ragusae (WETTSTEIN 1931)
Podarcis siculus roberti (TADDEI 1949)
Podarcis siculus salfii (LANZA 1954)
Podarcis siculus samogradi (RADOVANOVIC 1956)
Podarcis siculus sanctinicolai (TADDEI 1949)
Podarcis siculus sanctistephani (MERTENS 1926)
Podarcis siculus scopelicus (TADDEI 1950)
Podarcis siculus siculus (RAFINESQUE-SCHMALTZ 1810)
Podarcis siculus strombolensis (TADDEI 1949)
Podarcis siculus tyrrhenicus (MERTENS 1932)
Podarcis siculus vesseljuchi (RADOVANOVIC 1959)
Podarcis siculus zeii (BRELIH 1961)",Sauria,Lacertidae,,17641
,Podarcis tauricus,(PALLAS 1814),,Sauria,Lacertidae,,17642
,Podarcis tiliguerta,(GMELIN 1789),"Podarcis tiliguerta contii LANZA & BRIZZI 1977
Podarcis tiliguerta eiselti (LANZA 1972)
Podarcis tiliguerta granchii LANZA & BRIZZI 1974
Podarcis tiliguerta grandisonae (LANZA 1972)
Podarcis tiliguerta maresi (LANZA 1972)
Podarcis tiliguerta pardii LANZA & BRIZZI 1974
Podarcis tiliguerta ranzii (LANZA 1966)
Podarcis tiliguerta rodulphisimonii BRIZZI & LANZA 1975
Podarcis tiliguerta tiliguerta (GMELIN 1789)
Podarcis tiliguerta toro (MERTENS 1932)",Sauria,Lacertidae,,17643
,Podarcis vaucheri,(BOULENGER 1905),,Sauria,Lacertidae,,17644
,Podarcis virescens,"GENIEZ, SÁ-SOUSA, GUILLAUME, CLUCHIER & CROCHET 2014",,Sauria,Lacertidae,,17645
,Podarcis waglerianus,GISTEL 1868,,Sauria,Lacertidae,,17646
,Podocnemis erythrocephala,(SPIX 1824),,Testudines,Podocnemididae,,17647
x,Podocnemis expansa,(SCHWEIGGER 1812),,Testudines,Podocnemididae,,17648
,Podocnemis lewyana,DUMÉRIL 1852,,Testudines,Podocnemididae,,17649
,Podocnemis sextuberculata,CORNALIA 1849,,Testudines,Podocnemididae,,17650
,Podocnemis unifilis,TROSCHEL 1848,,Testudines,Podocnemididae,,17651
,Podocnemis vogli,MÜLLER 1935,,Testudines,Podocnemididae,,17652
x,Poecilopholis cameronensis,BOULENGER 1903,,Serpentes,Atractaspididae,,17653
x,Pogona barbata,(CUVIER 1829),,Sauria,Agamidae,,17654
,Pogona henrylawsoni,WELLS & WELLINGTON 1985,,Sauria,Agamidae,,17655
,Pogona microlepidota,(GLAUERT 1952),,Sauria,Agamidae,,17656
,Pogona minor,(STERNFELD 1919),"Pogona minor minor (STERNFELD 1919)
Pogona minor minima (LOVERIDGE 1933)
Pogona minor mitchelli (BADHAM 1976)",Sauria,Agamidae,,17658
,Pogona nullarbor,(BADHAM 1976),,Sauria,Agamidae,,17660
,Pogona vitticeps,(AHL 1926),,Sauria,Agamidae,,17661
,Polemon acanthias,(REINHARDT 1860),,Serpentes,Atractaspididae,,17662
,Polemon ater,"PORTILLO, BRANCH, TILBURY, NAGY, HUGHES, KUSAMBA, MUNINGA, ARISTOTE, BEHANGANA & GREENBAUM 2019",,Serpentes,Atractaspididae,,21852
x,Polemon barthii,JAN 1858,,Serpentes,Atractaspididae,,17663
,Polemon bocourti,MOCQUARD 1897,,Serpentes,Atractaspididae,,17664
,Polemon christyi,(BOULENGER 1903),,Serpentes,Atractaspididae,,17665
,Polemon collaris,(PETERS 1881),"Polemon collaris brevior (WITTE & LAURENT 1947)
Polemon collaris collaris (PETERS 1881)
Polemon collaris longior (WITTE & LAURENT 1947)",Serpentes,Atractaspididae,,17666
,Polemon fulvicollis,(MOCQUARD 1887),"Polemon fulvicollis fulvicollis (MOCQUARD 1887)
Polemon fulvicollis laurenti RESETAR & MARX 1981",Serpentes,Atractaspididae,,17667
,Polemon gabonensis,(DUMÉRIL 1856),"Polemon gabonensis gabonensis (DUMÉRIL 1856)
Polemon gabonensis schmidti (WITTE & LAURENT 1947)",Serpentes,Atractaspididae,,17668
,Polemon gracilis,(BOULENGER 1911),,Serpentes,Atractaspididae,,17669
,Polemon graueri,(STERNFELD 1908),,Serpentes,Atractaspididae,,21521
,Polemon griseiceps,(LAURENT 1947),,Serpentes,Atractaspididae,,17670
,Polemon neuwiedi,(JAN 1858),,Serpentes,Atractaspididae,,17671
,Polemon notatus,(PETERS 1882),,Serpentes,Atractaspididae,,17672
,Polemon robustus,(DE WITTE & LAURENT 1943),,Serpentes,Atractaspididae,,17673
,Polychrus acutirostris,SPIX 1825,,Sauria,Polychrotidae,,17674
,Polychrus auduboni,(HALLOWELL 1845),,Sauria,Polychrotidae,,21007
,Polychrus femoralis,WERNER 1910,,Sauria,Polychrotidae,,17675
,Polychrus gutturosus,BERTHOLD 1846,,Sauria,Polychrotidae,,17676
,Polychrus jacquelinae,"KOCH, VENEGAS, GARCIA-BRAVO & BÖHME 2011",,Sauria,Polychrotidae,,17677
,Polychrus liogaster,BOULENGER 1908,,Sauria,Polychrotidae,,17678
x,Polychrus marmoratus,(LINNAEUS 1758),,Sauria,Polychrotidae,,17679
,Polychrus peruvianus,(NOBLE 1924),,Sauria,Polychrotidae,,17680
x,Poromera fordii,(HALLOWELL 1857),,Sauria,Lacertidae,,17681
,Porthidium arcosae,SCHÄTTI & KRAMER 1993,,Serpentes,Viperidae,,17682
,Porthidium dunni,(HARTWEG & OLIVER 1938),,Serpentes,Viperidae,,17683
,Porthidium hespere,(CAMPBELL 1976),,Serpentes,Viperidae,,17684
,Porthidium lansbergii,(SCHLEGEL 1841),"Porthidium lansbergii hutmanni SANDNER-MONTILLA 1989
Porthidium lansbergii lansbergii (SCHLEGEL 1841)
Porthidium lansbergii rozei PETERS 1968",Serpentes,Viperidae,,17685
x,Porthidium nasutum,(BOCOURT 1868),,Serpentes,Viperidae,,17686
,Porthidium ophryomegas,(BOCOURT 1868),,Serpentes,Viperidae,,17687
,Porthidium porrasi,LAMAR 2003,,Serpentes,Viperidae,,17688
,Porthidium volcanicum,SOLORZANO 1995,,Serpentes,Viperidae,,17689
,Porthidium yucatanicum,(SMITH 1941),,Serpentes,Viperidae,,17690
,Potamites ecpleopus,(COPE 1875),,Sauria,Gymnophthalmidae,,17693
,Potamites erythrocularis,CHÁVEZ & CATENAZZI 2014,,Sauria,Gymnophthalmidae,,17694
,Potamites hydroimperator,"CHÁVEZ, MALQUI & CATENAZZI 2021",,Sauria,Gymnophthalmidae,,24130
,Potamites juruazensis,(AVILA-PIRES & VITT 1998),,Sauria,Gymnophthalmidae,,17696
,Potamites montanicola,CHÁVEZ & VÁSQUEZ 2012,,Sauria,Gymnophthalmidae,,17697
,Potamites ocellatus,(SINITSIN 1930),,Sauria,Gymnophthalmidae,,17698
x,Potamites strangulatus,(COPE 1868),"Potamites strangulatus strangulatus (COPE 1868)
Potamites strangulatus trachodus UZZELL 1966",Sauria,Gymnophthalmidae,,17699
,Praeteropus auxilliger,"HUTCHINSON, COUPER, AMEY & WILMER 2021",,Sauria,Scincidae,,23990
,Praeteropus brevicollis,(GREER & COGGER 1985),,Sauria,Scincidae,,11051
,Praeteropus gowi,(GREER & COGGER 1985),,Sauria,Scincidae,,11052
,Praeteropus monachus,"HUTCHINSON, COUPER, AMEY & WILMER 2021",,Sauria,Scincidae,,23993
x,Prasinohaema flavipes,(PARKER 1936),,Sauria,Scincidae,,17700
,Prasinohaema parkeri,(SMITH 1937),,Sauria,Scincidae,,17701
,Prasinohaema prehensicauda,(LOVERIDGE 1945),,Sauria,Scincidae,,17702
,Prasinohaema semoni,(OUDEMANS 1894),,Sauria,Scincidae,,17703
,Prasinohaema virens,(PETERS 1881),,Sauria,Scincidae,,17704
,Pristidactylus achalensis,(GALLARDO 1964),,Sauria,Leiosauridae,,17705
,Pristidactylus alvaroi,(DONOSO-BARROS 1975),,Sauria,Leiosauridae,,17706
,Pristidactylus araucanus,(GALLARDO 1964),,Sauria,Leiosauridae,,17707
,Pristidactylus casuhatiensis,(GALLARDO 1968),,Sauria,Leiosauridae,,17708
x,Pristidactylus fasciatus,(D’ORBIGNY & BIBRON 1837),,Sauria,Leiosauridae,,17709
,Pristidactylus nigroiugulus,"CEI, SCOLARO & VIDELA 2001",,Sauria,Leiosauridae,,17710
,Pristidactylus scapulatus,(BURMEISTER 1861),,Sauria,Leiosauridae,,17711
,Pristidactylus torquatus,(PHILIPPI 1861),,Sauria,Leiosauridae,,17712
,Pristidactylus valeriae,(DONOSO-BARROS 1966),,Sauria,Leiosauridae,,17713
,Pristidactylus volcanensis,LAMBOROT & DIAZ 1987,,Sauria,Leiosauridae,,17714
,Pristurus abdelkuri,ARNOLD 1986,,Sauria,Sphaerodactylidae,,17715
,Pristurus adrarensis,GENIEZ & ARNOLD 2006,,Sauria,Sphaerodactylidae,,17716
,Pristurus carteri,(GRAY 1863),"Pristurus carteri tuberculatus PARKER 1931
Pristurus carteri carteri (GRAY 1863)",Sauria,Sphaerodactylidae,,17717
,Pristurus celerrimus,ARNOLD 1977,,Sauria,Sphaerodactylidae,,17718
,Pristurus collaris,(STEINDACHNER 1867),,Sauria,Sphaerodactylidae,,17719
,Pristurus crucifer,(VALENCIENNES 1861),,Sauria,Sphaerodactylidae,,17720
x,Pristurus flavipunctatus,RÜPPELL 1835,,Sauria,Sphaerodactylidae,,17721
,Pristurus gallagheri,ARNOLD 1986,,Sauria,Sphaerodactylidae,,17722
,Pristurus guichardi,ARNOLD 1986,,Sauria,Sphaerodactylidae,,17723
,Pristurus insignis,BLANFORD 1881,,Sauria,Sphaerodactylidae,,17724
,Pristurus insignoides,ARNOLD 1986,,Sauria,Sphaerodactylidae,,17725
,Pristurus longipes,PETERS 1871,,Sauria,Sphaerodactylidae,,17726
,Pristurus masirahensis,"TAMAR, MITSI, SIMÓ-RIUDALBAS, TEJERO-CICUÉNDEZ, AL-SARIRI & CARRANZA 2019",,Sauria,Sphaerodactylidae,,22224
,Pristurus mazbah,AL-SAFADI 1989,,Sauria,Sphaerodactylidae,,17727
,Pristurus minimus,ARNOLD 1977,,Sauria,Sphaerodactylidae,,17728
,Pristurus obsti,RÖSLER & WRANIK 1999,,Sauria,Sphaerodactylidae,,17729
,Pristurus ornithocephalus,ARNOLD 1986,,Sauria,Sphaerodactylidae,,17730
,Pristurus phillipsii,BOULENGER 1895,,Sauria,Sphaerodactylidae,,17731
,Pristurus popovi,ARNOLD 1982,,Sauria,Sphaerodactylidae,,17732
