"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","Species_ph","SPID"
"Myotis adversus","mammal","Chiroptera","Vespertilionidae",5,"npp",0.24601651994791,0.251168249810986,0.5,"Myotis_adversus","SP273"
"Myotis albescens","mammal","Chiroptera","Vespertilionidae",17,"npp",-0.222459611688102,-0.226242297121624,0.0714285714285714,"Myotis_albescens","SP274"
"Myotis auriculus","mammal","Chiroptera","Vespertilionidae",21,"npp",-0.159282757552365,-0.160650696424314,0.0555555555555556,"Myotis_auriculus","SP275"
"Myotis californicus","mammal","Chiroptera","Vespertilionidae",111,"npp",-0.0305087635483219,-0.0305182345344541,0.00925925925925926,"Myotis_californicus","SP276"
"Myotis ciliolabrum","mammal","Chiroptera","Vespertilionidae",40,"npp",-0.0360865493209377,-0.0361022260094437,0.027027027027027,"Myotis_ciliolabrum","SP277"
"Myotis evotis","mammal","Chiroptera","Vespertilionidae",56,"npp",-0.112032715248841,-0.112504996874253,0.0188679245283019,"Myotis_evotis","SP278"
"Myotis keaysi","mammal","Chiroptera","Vespertilionidae",7,"npp",0.0331571763094507,0.033169335312552,0.25,"Myotis_keaysi","SP279"
"Myotis keenii","mammal","Chiroptera","Vespertilionidae",24,"npp",-0.392040008500639,-0.414208252937134,0.0476190476190476,"Myotis_keenii","SP280"
"Myotis leibii","mammal","Chiroptera","Vespertilionidae",12,"npp",-0.577755622590143,-0.659087192159891,0.111111111111111,"Myotis_leibii","SP281"
"Myotis lucifugus","mammal","Chiroptera","Vespertilionidae",181,"npp",-0.0168378953656446,-0.0168394869001193,0.00561797752808989,"Myotis_lucifugus","SP282"
"Myotis muricola","mammal","Chiroptera","Vespertilionidae",5,"npp",-0.764760615428694,-1.00758333905102,0.5,"Myotis_muricola","SP283"
"Myotis myotis","mammal","Chiroptera","Vespertilionidae",7,"npp",-0.108140829834661,-0.108565361417145,0.25,"Myotis_myotis","SP284"
"Myotis nigricans","mammal","Chiroptera","Vespertilionidae",39,"npp",-0.022329479693028,-0.0223331920053575,0.0277777777777778,"Myotis_nigricans","SP285"
"Myotis occultus","mammal","Chiroptera","Vespertilionidae",21,"npp",0.255136381897377,0.260899188912104,0.0555555555555556,"Myotis_occultus","SP286"
"Myotis riparius","mammal","Chiroptera","Vespertilionidae",10,"npp",-0.087267684978726,-0.0874902361381688,0.142857142857143,"Myotis_riparius","SP287"
"Myotis thysanodes","mammal","Chiroptera","Vespertilionidae",30,"npp",-0.180397642063245,-0.182393676097914,0.037037037037037,"Myotis_thysanodes","SP288"
"Myotis velifer","mammal","Chiroptera","Vespertilionidae",31,"npp",0.195379977000219,0.197924620672492,0.0357142857142857,"Myotis_velifer","SP289"
"Myotis volans","mammal","Chiroptera","Vespertilionidae",63,"npp",0.051932073312135,0.0519788349028137,0.0166666666666667,"Myotis_volans","SP290"
"Myotis yumanensis","mammal","Chiroptera","Vespertilionidae",88,"npp",0.0753634557758655,0.0755066233407629,0.0117647058823529,"Myotis_yumanensis","SP291"
"Napaeozapus insignis","mammal","Rodentia","Dipodidae",27,"npp",-0.265768620905323,-0.272305306394418,0.0416666666666667,"Napaeozapus_insignis","SP292"
"Natalus stramineus","mammal","Chiroptera","Natalidae",8,"npp",0.00885218215713796,0.00885241339033906,0.2,"Natalus_stramineus","SP293"
"Neacomys spinosus","mammal","Rodentia","Cricetidae",6,"npp",0.113162693024136,0.113649484874533,0.333333333333333,"Neacomys_spinosus","SP294"
"Necromys lasiurus","mammal","Rodentia","Cricetidae",9,"npp",-0.150262969503031,-0.151409469308857,0.166666666666667,"Necromys_lasiurus","SP295"
"Neoromicia capensis","mammal","Chiroptera","Vespertilionidae",14,"npp",-0.317466371668776,-0.328826978807116,0.0909090909090909,"Neoromicia_capensis","SP296"
"Neoromicia nanus","mammal","Chiroptera","Vespertilionidae",9,"npp",0.524525354288486,0.582562419131868,0.166666666666667,"Neoromicia_nanus","SP297"
"Neotetracus sinensis","mammal","Insectivora","Erinaceidae",5,"npp",0.993889599712977,2.8939251491424,0.5,"Neotetracus_sinensis","SP298"
"Neotoma albigula","mammal","Rodentia","Cricetidae",205,"npp",0.0339512769917179,0.0339643311115246,0.00495049504950495,"Neotoma_albigula","SP299"
"Neotoma bryanti","mammal","Rodentia","Cricetidae",8,"npp",0.0560855525426736,0.0561444711524863,0.2,"Neotoma_bryanti","SP300"
"Neotoma cinerea","mammal","Rodentia","Cricetidae",108,"npp",-0.207685674226542,-0.210751476062271,0.00952380952380952,"Neotoma_cinerea","SP301"
"Neotoma floridana","mammal","Rodentia","Cricetidae",21,"npp",-0.228501015599385,-0.23260733162655,0.0555555555555556,"Neotoma_floridana","SP302"
"Neotoma fuscipes","mammal","Rodentia","Cricetidae",53,"npp",0.179581315570157,0.18155001823222,0.02,"Neotoma_fuscipes","SP303"
"Neotoma lepida","mammal","Rodentia","Cricetidae",138,"npp",0.226911245071768,0.230930623199462,0.00740740740740741,"Neotoma_lepida","SP304"
"Neotoma leucodon","mammal","Rodentia","Cricetidae",25,"npp",0.238979256220504,0.243691261531163,0.0454545454545455,"Neotoma_leucodon","SP305"
"Neotoma macrotis","mammal","Rodentia","Cricetidae",53,"npp",-0.133924251607698,-0.134733655260086,0.02,"Neotoma_macrotis","SP306"
"Neotoma mexicana","mammal","Rodentia","Cricetidae",95,"npp",-0.25972550150948,-0.265814029472485,0.0108695652173913,"Neotoma_mexicana","SP307"
"Neotoma micropus","mammal","Rodentia","Cricetidae",15,"npp",0.307983879102017,0.318316477826984,0.0833333333333333,"Neotoma_micropus","SP308"
"Neotoma stephensi","mammal","Rodentia","Cricetidae",15,"npp",0.0551145442586891,0.0551704517411326,0.0833333333333333,"Neotoma_stephensi","SP309"
"Neovison vison","mammal","Carnivora","Mustelidae",107,"npp",0.00868304348585876,0.00868326171579216,0.00961538461538462,"Neovison_vison","SP310"
"Neurotrichus gibbsii","mammal","Eulipotyphla","Talpidae",129,"npp",-0.273783986876792,-0.280949878704069,0.00793650793650794,"Neurotrichus_gibbsii","SP311"
"Noctilio albiventris","mammal","Chiroptera","Noctilionidae",11,"npp",0.227793278050224,0.231860732730183,0.125,"Noctilio_albiventris","SP312"
"Noctilio leporinus","mammal","Chiroptera","Noctilionidae",23,"npp",-0.14737252525991,-0.14845355909986,0.05,"Noctilio_leporinus","SP313"
"Notiosorex crawfordi","mammal","Passeriformes","Malaconotidae",60,"npp",0.438870144042602,0.470830555684182,0.0175438596491228,"Notiosorex_crawfordi","SP314"
"Nycteris thebaica","mammal","Chiroptera","Nycteridae",6,"npp",-0.398360180829459,-0.421698285231239,0.333333333333333,"Nycteris_thebaica","SP315"
"Nycticeius humeralis","mammal","Chiroptera","Vespertilionidae",8,"npp",0.923029331316043,1.60911628763321,0.2,"Nycticeius_humeralis","SP316"
"Nyctimene albiventer","mammal","Chiroptera","Pteropodidae",5,"npp",0.24979901197675,0.255198436144766,0.5,"Nyctimene_albiventer","SP317"
"Nyctinomops femorosaccus","mammal","Chiroptera","Molossidae",7,"npp",-0.256135863824632,-0.261968553761519,0.25,"Nyctinomops_femorosaccus","SP318"
"Nyctinomops macrotis","mammal","Chiroptera","Molossidae",16,"npp",-0.312184331607547,-0.32296378905012,0.0769230769230769,"Nyctinomops_macrotis","SP319"
"Nyctomys sumichrasti","mammal","Rodentia","Cricetidae",8,"npp",-0.373026482417529,-0.391934195273447,0.2,"Nyctomys_sumichrasti","SP320"
"Ochotona collaris","mammal","Lagomorpha","Ochotonidae",65,"npp",-0.313970616705693,-0.3249441887399,0.0161290322580645,"Ochotona_collaris","SP321"
"Ochotona dauurica","mammal","Lagomorpha","Ochotonidae",8,"npp",0.497539055866486,0.54603024828322,0.2,"Ochotona_dauurica","SP322"
"Ochotona hyperborea","mammal","Lagomorpha","Ochotonidae",23,"npp",0.0402621362180497,0.0402839129084059,0.05,"Ochotona_hyperborea","SP323"
"Ochotona pallasi","mammal","Lagomorpha","Ochotonidae",24,"npp",0.0217915482751422,0.0217949986539137,0.0476190476190476,"Ochotona_pallasi","SP324"
"Ochotona princeps","mammal","Lagomorpha","Ochotonidae",148,"npp",0.197608173315672,0.20024230365925,0.00689655172413793,"Ochotona_princeps","SP325"
"Ochrotomys nuttalli","mammal","Rodentia","Cricetidae",5,"npp",-0.0914244424308334,-0.0916804491110461,0.5,"Ochrotomys_nuttalli","SP326"
"Octodon degus","mammal","Rodentia","Octodontidae",7,"npp",0.746503360043947,0.965010209892865,0.25,"Octodon_degus","SP327"
"Odocoileus hemionus","mammal","Artiodactyla","Cervidae",13,"npp",0.0282106187825781,0.0282181060617655,0.1,"Odocoileus_hemionus","SP328"
"Odocoileus virginianus","mammal","Artiodactyla","Cervidae",14,"npp",0.269835484969618,0.276686379930183,0.0909090909090909,"Odocoileus_virginianus","SP329"
"Oecomys bicolor","mammal","Rodentia","Cricetidae",8,"npp",-0.240669762700632,-0.245484932982846,0.2,"Oecomys_bicolor","SP330"
"Oligoryzomys fulvescens","mammal","Rodentia","Cricetidae",22,"npp",0.178050972523878,0.179969125452701,0.0526315789473684,"Oligoryzomys_fulvescens","SP331"
"Oligoryzomys longicaudatus","mammal","Rodentia","Cricetidae",53,"npp",-0.371361994858679,-0.390002049647108,0.02,"Oligoryzomys_longicaudatus","SP332"
"Oligoryzomys microtis","mammal","Rodentia","Cricetidae",16,"npp",0.502044007703085,0.552035213529758,0.0769230769230769,"Oligoryzomys_microtis","SP333"
"Ondatra zibethicus","mammal","Rodentia","Cricetidae",34,"npp",-0.0718033872631678,-0.07192716994348,0.032258064516129,"Ondatra_zibethicus","SP334"
"Onychomys arenicola","mammal","Rodentia","Cricetidae",25,"npp",0.0358867283104257,0.035902145886866,0.0454545454545455,"Onychomys_arenicola","SP335"
"Onychomys leucogaster","mammal","Rodentia","Cricetidae",109,"npp",0.40626174706799,0.431125824385419,0.00943396226415094,"Onychomys_leucogaster","SP336"
"Onychomys torridus","mammal","Rodentia","Cricetidae",115,"npp",0.110892941787513,0.111350884634929,0.00892857142857143,"Onychomys_torridus","SP337"
"Oryctolagus cuniculus","mammal","Lagomorpha","Leporidae",5,"npp",-0.253897278336309,-0.259574257655376,0.5,"Oryctolagus_cuniculus","SP338"
"Oryzomys alfaroi","mammal","Rodentia","Cricetidae",10,"npp",0.175534633539735,0.177371597375175,0.142857142857143,"Oryzomys_alfaroi","SP339"
"Oryzomys bolivaris","mammal","Rodentia","Cricetidae",6,"npp",0.302959131406808,0.312774583797688,0.333333333333333,"Oryzomys_bolivaris","SP340"
"Oryzomys couesi","mammal","Rodentia","Cricetidae",13,"npp",-0.546752820305057,-0.613737715286834,0.1,"Oryzomys_couesi","SP341"
"Oryzomys melanotis","mammal","Rodentia","Cricetidae",6,"npp",0.0484969560023415,0.0485350306285524,0.333333333333333,"Oryzomys_melanotis","SP342"
"Oryzomys palustris","mammal","Rodentia","Cricetidae",18,"npp",-0.0931677713562337,-0.0934387567662833,0.0666666666666667,"Oryzomys_palustris","SP343"
"Oryzomys saturatior","mammal","Rodentia","Cricetidae",5,"npp",-0.0156704513169401,-0.0156717342005405,0.5,"Oryzomys_saturatior","SP344"
"Ototylomys phyllotis","mammal","Rodentia","Cricetidae",10,"npp",0.500817303468418,0.550396476812126,0.142857142857143,"Ototylomys_phyllotis","SP345"
"Ovis dalli","mammal","Artiodactyla","Bovidae",6,"npp",-0.320361826465763,-0.332050265082821,0.333333333333333,"Ovis_dalli","SP346"
"Paramelomys rubex","mammal","Rodentia","Muridae",5,"npp",0.826767767188529,1.17783517812348,0.5,"Paramelomys_rubex","SP347"
"Parascalops breweri","mammal","Soricomorpha","Talpidae",5,"npp",-0.7,-0.867300527694053,0.5,"Parascalops_breweri","SP348"
"Perognathus amplus","mammal","Rodentia","Heteromyidae",23,"npp",-0.204020442951661,-0.206924050752919,0.05,"Perognathus_amplus","SP349"
"Perognathus fasciatus","mammal","Rodentia","Heteromyidae",9,"npp",-0.255912976941038,-0.261730032141325,0.166666666666667,"Perognathus_fasciatus","SP350"
"Perognathus flavescens","mammal","Rodentia","Heteromyidae",19,"npp",-0.480977697210533,-0.524255450007632,0.0625,"Perognathus_flavescens","SP351"
"Perognathus flavus","mammal","Rodentia","Heteromyidae",102,"npp",-0.247045197268813,-0.252263493380346,0.0101010101010101,"Perognathus_flavus","SP352"
"Perognathus inornatus","mammal","Rodentia","Heteromyidae",13,"npp",-0.0523367464280932,-0.0523846109222486,0.1,"Perognathus_inornatus","SP353"
"Perognathus longimembris","mammal","Rodentia","Heteromyidae",61,"npp",0.280106927719886,0.287798100223276,0.0172413793103448,"Perognathus_longimembris","SP354"
"Perognathus merriami","mammal","Rodentia","Heteromyidae",9,"npp",-0.763046827600968,-1.00346810328157,0.166666666666667,"Perognathus_merriami","SP355"
"Perognathus parvus","mammal","Rodentia","Heteromyidae",93,"npp",0.129907452179885,0.130645712415412,0.0111111111111111,"Perognathus_parvus","SP356"
"Peromyscus attwateri","mammal","Rodentia","Cricetidae",5,"npp",0.921041998311581,1.5958534691779,0.5,"Peromyscus_attwateri","SP357"
"Peromyscus aztecus","mammal","Rodentia","Cricetidae",19,"npp",0.541285297014192,0.605971750539089,0.0625,"Peromyscus_aztecus","SP358"
"Peromyscus boylii","mammal","Rodentia","Cricetidae",224,"npp",0.165737508267007,0.167280564441946,0.00452488687782805,"Peromyscus_boylii","SP359"
"Peromyscus californicus","mammal","Rodentia","Cricetidae",40,"npp",0.274344381291955,0.281555783351452,0.027027027027027,"Peromyscus_californicus","SP360"
"Peromyscus crinitus","mammal","Rodentia","Cricetidae",85,"npp",0.274326639589911,0.281536597740889,0.0121951219512195,"Peromyscus_crinitus","SP361"
"Peromyscus difficilis","mammal","Rodentia","Cricetidae",9,"npp",-0.227187240570809,-0.231221619980165,0.166666666666667,"Peromyscus_difficilis","SP362"
"Peromyscus eremicus","mammal","Rodentia","Cricetidae",235,"npp",-0.0375476778893387,-0.0375653380877662,0.00431034482758621,"Peromyscus_eremicus","SP363"
"Peromyscus eva","mammal","Rodentia","Cricetidae",20,"npp",-0.178100215669928,-0.180019981283814,0.0588235294117647,"Peromyscus_eva","SP364"
"Peromyscus fraterculus","mammal","Rodentia","Cricetidae",10,"npp",-0.0310150116666878,-0.0310249621768737,0.142857142857143,"Peromyscus_fraterculus","SP365"
"Peromyscus gossypinus","mammal","Rodentia","Cricetidae",12,"npp",-0.614684290709164,-0.716415854267109,0.111111111111111,"Peromyscus_gossypinus","SP366"
"Peromyscus grandis","mammal","Rodentia","Cricetidae",7,"npp",0.575562139821121,0.655800895138324,0.25,"Peromyscus_grandis","SP367"
"Peromyscus guatemalensis","mammal","Rodentia","Cricetidae",13,"npp",0.0213269899553857,0.021330224297693,0.1,"Peromyscus_guatemalensis","SP368"
"Peromyscus keeni","mammal","Rodentia","Cricetidae",480,"npp",-0.349728034697195,-0.365133855909059,0.00209643605870021,"Peromyscus_keeni","SP369"
"Peromyscus leucopus","mammal","Rodentia","Cricetidae",217,"npp",-0.355315477088267,-0.371514222628473,0.00467289719626168,"Peromyscus_leucopus","SP370"
"Peromyscus levipes","mammal","Rodentia","Cricetidae",5,"npp",0.0944079790456794,0.0946899705049624,0.5,"Peromyscus_levipes","SP371"
"Peromyscus maniculatus","mammal","Rodentia","Cricetidae",1338,"npp",-0.0304944900748551,-0.0305039477693059,0.000749063670411985,"Peromyscus_maniculatus","SP372"
"Peromyscus melanophrys","mammal","Rodentia","Cricetidae",11,"npp",-0.563197693168816,-0.637504049976459,0.125,"Peromyscus_melanophrys","SP373"
"Peromyscus melanotis","mammal","Rodentia","Cricetidae",5,"npp",0.0762300433063739,0.0763782183688482,0.5,"Peromyscus_melanotis","SP374"
"Peromyscus merriami","mammal","Rodentia","Cricetidae",10,"npp",0.23901707902843,0.243731375663302,0.142857142857143,"Peromyscus_merriami","SP375"
"Peromyscus mexicanus","mammal","Rodentia","Cricetidae",25,"npp",0.134729025370424,0.135553216951168,0.0454545454545455,"Peromyscus_mexicanus","SP376"
"Peromyscus nasutus","mammal","Rodentia","Cricetidae",23,"npp",-0.279610540784579,-0.287259532129323,0.05,"Peromyscus_nasutus","SP377"
"Peromyscus pectoralis","mammal","Rodentia","Cricetidae",9,"npp",0.526713891187369,0.585586417109099,0.166666666666667,"Peromyscus_pectoralis","SP378"
"Peromyscus truei","mammal","Rodentia","Cricetidae",227,"npp",0.22918781672444,0.233332088114668,0.00446428571428571,"Peromyscus_truei","SP379"
"Peromyscus zarhynchus","mammal","Rodentia","Cricetidae",5,"npp",0.805744510544334,1.11477700417266,0.5,"Peromyscus_zarhynchus","SP380"
"Petaurus breviceps","mammal","Diprotodontia","Petauridae",5,"npp",-0.7,-0.867300527694053,0.5,"Petaurus_breviceps","SP381"
"Petromyscus collinus","mammal","Rodentia","Muridae",10,"npp",0.41090812523278,0.436703340345564,0.142857142857143,"Petromyscus_collinus","SP382"
"Phenacomys intermedius","mammal","Rodentia","Cricetidae",69,"npp",0.211175796841564,0.214401706677956,0.0151515151515152,"Phenacomys_intermedius","SP383"
"Phenacomys ungava","mammal","Rodentia","Cricetidae",5,"npp",-0.860441789018298,-1.29504373111758,0.5,"Phenacomys_ungava","SP384"
"Philander opossum","mammal","Didelphimorphia","Didelphidae",14,"npp",0.265404690662486,0.27191375776546,0.0909090909090909,"Philander_opossum","SP385"
"Phoca largha","mammal","Carnivora","Phocidae",10,"npp",-0.770051462587487,-1.02045418327321,0.142857142857143,"Phoca_largha","SP386"
"Phoca vitulina","mammal","Carnivora","Phocidae",163,"npp",-0.093208412510225,-0.0934797539405815,0.00625,"Phoca_vitulina","SP387"
"Phocoena phocoena","mammal","Cetacea","Phocoenidae",17,"npp",0.0747940726603878,0.0749340125047729,0.0714285714285714,"Phocoena_phocoena","SP388"
"Phocoenoides dalli","mammal","Cetacea","Phocoenidae",5,"npp",-0.7,-0.867300527694053,0.5,"Phocoenoides_dalli","SP389"
"Phodopus campbelli","mammal","Rodentia","Cricetidae",17,"npp",0.421217916667719,0.449171715679095,0.0714285714285714,"Phodopus_campbelli","SP390"
"Phodopus roborovskii","mammal","Rodentia","Cricetidae",11,"npp",-0.0397684036471795,-0.0397893884841228,0.125,"Phodopus_roborovskii","SP391"
"Phyllostomus discolor","mammal","Chiroptera","Phyllostomidae",15,"npp",-0.433751868174428,-0.464508796926973,0.0833333333333333,"Phyllostomus_discolor","SP392"
"Phyllostomus elongatus","mammal","Chiroptera","Phyllostomidae",8,"npp",0.597564497250853,0.689350358450553,0.2,"Phyllostomus_elongatus","SP393"
"Phyllostomus hastatus","mammal","Chiroptera","Phyllostomidae",15,"npp",-0.687648849764839,-0.843481794835891,0.0833333333333333,"Phyllostomus_hastatus","SP394"
"Phyllotis darwini","mammal","Rodentia","Cricetidae",9,"npp",0.309399860642248,0.31988160141506,0.166666666666667,"Phyllotis_darwini","SP395"
"Phyllotis xanthopygus","mammal","Rodentia","Cricetidae",9,"npp",-0.308169090645291,-0.31852111136995,0.166666666666667,"Phyllotis_xanthopygus","SP396"
"Pipistrellus javanicus","mammal","Chiroptera","Vespertilionidae",6,"npp",0.748457705887931,0.969439112284366,0.333333333333333,"Pipistrellus_javanicus","SP397"
"Platyrrhinus helleri","mammal","Chiroptera","Phyllostomidae",18,"npp",0.678805918914938,0.826896251369217,0.0666666666666667,"Platyrrhinus_helleri","SP398"
"Platyrrhinus lineatus","mammal","Chiroptera","Phyllostomidae",15,"npp",0.1725347958544,0.174278059759366,0.0833333333333333,"Platyrrhinus_lineatus","SP399"
"Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"npp",0.801632227249291,1.10316278999393,0.5,"Procavia_capensis","SP400"
"Procyon lotor","mammal","Carnivora","Procyonidae",79,"npp",-0.254661621526145,-0.260391438186359,0.0131578947368421,"Procyon_lotor","SP401"
"Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"npp",0.395608156253897,0.418431409023003,0.0666666666666667,"Proechimys_semispinosus","SP402"
"Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"npp",-0.0368353673320972,-0.0368520408608013,0.333333333333333,"Proechimys_simonsi","SP403"
"Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"npp",0.107120575798291,0.107533149767239,0.0833333333333333,"Ptenochirus_jagori","SP404"
"Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"npp",-0.128978593671909,-0.129701025130691,0.0666666666666667,"Pteronotus_davyi","SP405"
"Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"npp",-0.20860704426308,-0.211714572231103,0.03125,"Pteronotus_parnellii","SP406"
"Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"npp",0.881141758706821,1.38085132828466,0.5,"Pteropus_alecto","SP407"
"Puma concolor","mammal","Carnivora","Felidae",45,"npp",-0.120942066339811,-0.121536968641668,0.0238095238095238,"Puma_concolor","SP408"
"Pusa hispida","mammal","Carnivora","Phocidae",22,"npp",0.169718437920964,0.171376736397908,0.0526315789473684,"Pusa_hispida","SP409"
